dataset,representation,embedding_tag,objective,pair_condition,N,run,seed,train_examples,train_pairs,val_pairs,epochs_trained,general_pair_accuracy,same_image_accuracy,mse,mae,pearson,spearman,kendall_c,rating_mode,test_examples,general_test_pairs,same_image_test_pairs
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,9,8,3693,11079,2430,19,0.8368647717484927,0.801747311827957,5.64584493637085,2.041038751602173,0.6608248920123287,0.6057043583940968,0.4837949207211204,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,9,8,3693,11079,2430,16,0.8313522825150732,0.8064516129032258,4.888156414031982,1.850373387336731,0.640343505484152,0.5938705603165089,0.47464304906098603,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,3.0,10,9,3693,11079,2430,16,0.827390180878553,0.7762096774193549,3.3745882511138916,1.5884482860565186,0.6457014353389923,0.5943120571918942,0.47424737799915573,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,3.0,10,9,3693,11079,2430,16,0.8492678725236865,0.7963709677419355,6.249267101287842,2.110215187072754,0.6627993936362486,0.6265054967743481,0.49943579779527136,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,1,0,3693,14772,3240,17,0.8378983634797589,0.7869623655913979,6.692160129547119,2.214942693710327,0.6427030799507918,0.6042550190730214,0.48301940543993305,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,1,0,3693,14772,3240,16,0.8434108527131783,0.7923387096774194,7.450690746307373,2.28102970123291,0.6585458004484508,0.6206659220844317,0.49556217809995295,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,2,1,3693,14772,3240,18,0.8387596899224806,0.8004032258064516,6.379307270050049,2.1259477138519287,0.6430175422849516,0.6039571028268627,0.4832291111027031,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,2,1,3693,14772,3240,16,0.8492678725236865,0.8125,7.152344703674316,2.254523754119873,0.6668181036907299,0.6276967031617209,0.5021817549643736,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,3,2,3693,14772,3240,20,0.8513350559862187,0.8131720430107527,10.188302040100098,2.7011303901672363,0.65786778888355,0.6299861794375392,0.5028583524801034,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,3,2,3693,14772,3240,16,0.843238587424634,0.7990591397849462,6.270294189453125,2.0839717388153076,0.6550814446254911,0.6138959108751,0.4890019518948069,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,4,3,3693,14772,3240,17,0.8313522825150732,0.8010752688172043,8.9774169921875,2.59922194480896,0.6326357960829512,0.6012946811471115,0.4814090242182838,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,4,3,3693,14772,3240,16,0.8335917312661498,0.8030913978494624,16.476306915283203,3.5332324504852295,0.6430176864167549,0.6028747691932629,0.4818244788332056,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,5,4,3693,14772,3240,16,0.8334194659776055,0.803763440860215,4.136226654052734,1.743403673171997,0.6445558175119757,0.6015162144916559,0.4806691193326612,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,5,4,3693,14772,3240,16,0.8387596899224806,0.8051075268817204,7.618290424346924,2.327331066131592,0.6572049426279705,0.6098591966704038,0.48746674817490543,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,6,5,3693,14772,3240,16,0.8196382428940568,0.7755376344086021,5.250932216644287,1.9546453952789307,0.5977598268608517,0.5647528443767724,0.44973951242938814,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,6,5,3693,14772,3240,16,0.8292850990525409,0.7977150537634409,9.153045654296875,2.5419042110443115,0.625643681171141,0.5931510432607822,0.4714499835920157,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,7,6,3693,14772,3240,17,0.8446167097329889,0.8145161290322581,7.957711696624756,2.4352822303771973,0.6490924087684391,0.6201114735853974,0.4969430701057406,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,7,6,3693,14772,3240,16,0.8501291989664083,0.8064516129032258,9.557550430297852,2.6117136478424072,0.6548716261583927,0.6307711392044343,0.5057269676783729,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,8,7,3693,14772,3240,17,0.8375538329026702,0.7849462365591398,13.335856437683105,3.2268600463867188,0.614263921749,0.6038893274430842,0.48163455672352706,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,8,7,3693,14772,3240,16,0.8394487510766581,0.7956989247311828,19.6251220703125,3.8178398609161377,0.6351133568821865,0.6073067810088129,0.4850729382508322,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,9,8,3693,14772,3240,17,0.8490956072351421,0.8064516129032258,6.676272392272949,2.2556145191192627,0.6661299547353678,0.6224353755229698,0.4971686026109839,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,9,8,3693,14772,3240,16,0.8447889750215332,0.8030913978494624,6.670827388763428,2.1881463527679443,0.6706861646925404,0.611515160515428,0.4888476401806931,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,4.0,10,9,3693,14772,3240,18,0.8344530577088717,0.7990591397849462,8.369649887084961,2.4647440910339355,0.6394983888676329,0.608023374506996,0.4850610681189773,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,4.0,10,9,3693,14772,3240,16,0.8320413436692506,0.7889784946236559,10.146711349487305,2.7506768703460693,0.6416604177641148,0.6017342422129014,0.47848897178197636,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,5.0,1,0,3693,18465,4050,17,0.853402239448751,0.8239247311827957,8.740802764892578,2.5366148948669434,0.6653451403799409,0.6315014200670447,0.5053431667483975,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,5.0,1,0,3693,18465,4050,16,0.8420327304048234,0.8064516129032258,11.09353256225586,2.772244691848755,0.6553335511313776,0.6249522719447211,0.4995149320076374,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,5.0,2,1,3693,18465,4050,16,0.8268733850129198,0.7916666666666666,4.684353828430176,1.8795627355575562,0.6538229067217571,0.5965943017416618,0.4743542091858499,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,5.0,2,1,3693,18465,4050,16,0.8339362618432385,0.7977150537634409,9.630485534667969,2.6536824703216553,0.6558184871360595,0.6041390821575819,0.48134571684839095,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,hinge,different_image,5.0,3,2,3693,18465,4050,18,0.8446167097329889,0.8044354838709677,9.360123634338379,2.638279438018799,0.654364151171535,0.619804619102224,0.49449386623301117,rounded_mean,1161,5805,1488
FlickrExpert,clip-vit-b32,openai-clip-vit-base-patch32,bradley_terry,different_image,5.0,3,2,3693,18465,4050,16,0.8487510766580534,0.8145161290322581,8.538689613342285,2.4570467472076416,0.6661911016242357,0.6348893558436377,0.5064391755896673,rounded_mean,1161,5805,1488
